name,Ar_0.001,Ar_0.01,Ar_0.1,Ar_1.0,Ar_10.0,Ar_100.0,Ar_1000.0,Ar_2000.0,Ar_4000.0,Ar_6000.0,Ar_8000.0,Ar_10000.0,Ar_12000.0,Ar_14000.0,Ar_16000.0,Ar_18000.0,Ar_20000.0,Ar_24000.0,Ar_28000.0,Ar_30000.0,Ar_32000.0,Ar_36000.0,Ar_40000.0,Ar_50000.0,Ar_60000.0,Ar_70000.0,Ar_80000.0,Ar_90000.0,Ar_100000.0,pld,lcd,surface_area_m2cm3,surface_area_m2g,void_fraction,length_a,length_b,length_c,angle_alpha,angle_beta,angle_gamma
HIWLOQ_clean-(id_177341),0.0274627,0.255648,2.5552,25.8216,129.261,162.497,187.489,192.909,200.484,204.382,207.598,208.618,209.588,209.892,209.613,211.335,213.418,213.919,212.083,213.232,215.5,214.844,213.087,216.111,215.462,215.589,215.904,215.94,216.535,3.85048,5.62306,1548.3,980.742,0.6176,9.9462,20.9853,10.6098,90,101.331,90
HIWLUW_clean-(id_177342),0.0375753,0.422616,4.36416,65.4483,155.561,171.52,173.977,174.031,173.833,174.628,174.915,174.559,176.167,175.356,176.503,176.83,175.875,175.469,177.387,177.492,176.975,177.107,178.09,179.728,178.972,176.561,181.231,181.688,180.261,3.96476,5.19394,1442.83,906.957,0.6148,8.5595,13.5759,9.3231,90,96.024,90
HIWMAD_clean-(id_177343),0.527433,5.33318,33.1387,73.979,133.958,192.508,204.624,214.609,223.702,226.212,225.0,226.54,225.704,226.736,226.69,227.231,226.202,227.61,227.316,226.948,229.404,227.641,228.113,227.356,227.675,228.718,228.735,230.137,230.459,7.42674,7.70996,1499.4,959.639,0.6218,14.3263,25.7839,8.1185,90,101.598,90
HIYYEU_clean-(id_177352),1.03635,11.3548,89.8549,151.697,157.981,159.243,164.42,170.464,171.324,174.721,178.045,175.003,179.185,178.281,179.333,178.804,177.507,179.987,181.711,180.886,181.124,180.617,182.298,181.548,183.479,183.557,183.942,183.091,185.235,3.82938,4.58192,890.249,767.928,0.475,14.7173,14.7173,16.6563,79.3109,73.1309,117.4950
HIZQEN01_clean-(id_177356),0.801646,8.2869,93.3318,125.476,152.468,160.944,162.561,162.501,163.276,165.435,166.123,166.837,170.69,173.45,176.552,175.729,180.627,179.305,182.896,186.35,191.828,200.685,205.128,207.794,211.081,216.96,214.099,217.632,219.953,3.87591,5.09985,1179.77,782.72,0.547,7.4407,9.766,9.85,118.297,102.247,91.434
HIZQEN_clean-(id_177355),0.774543,8.53876,91.9806,124.65,152.041,160.836,162.408,163.814,164.293,164.328,170.365,169.282,171.259,175.062,173.99,177.73,183.748,194.27,201.414,206.116,211.995,211.264,209.31,214.495,220.301,228.867,234.826,234.705,233.614,3.90242,5.11247,1156.11,769.817,0.5508,7.4523,9.7764,9.8469,118.2550,102.1180,91.3580
HIZQUD_clean-(id_177357),0.197335,1.98195,26.7615,160.264,184.493,189.28,192.887,197.356,202.372,203.343,206.376,207.676,211.042,215.236,214.063,210.486,215.425,219.835,220.873,223.424,225.478,225.827,226.773,227.715,226.682,226.313,229.32,229.131,231.047,5.26051,6.30539,1378.73,921.943,0.5664,10.7885,13.6583,14.7188,76.1028,68.5010,66.7377
HIZSEQ_clean-(id_177358),0.0874222,0.938873,9.41354,78.2719,211.955,494.386,564.367,574.673,582.933,588.904,590.777,592.793,601.432,598.57,604.804,603.657,604.433,608.894,607.295,611.637,611.237,614.004,610.772,612.92,620.611,620.696,617.205,626.306,622.961,5.93435,8.45379,2202.23,2762.03,0.7088,15.4488,18.1141,17.5541,90,103.171,90
HIZTUG_clean-(id_177359),35.1908,58.4691,143.491,260.718,299.8,327.721,385.819,391.395,392.777,397.01,397.848,398.526,399.133,399.046,399.965,400.777,399.655,400.337,401.684,403.616,402.654,406.76,406.073,409.239,408.946,412.802,410.53,410.689,410.087,7.2695,14.5813,1744.45,1837.81,0.6154,33.9418,33.9418,14.2185,90,90,120
HOBGAH_clean-(id_177361),2.59556,33.9722,70.1196,72.9635,73.9859,75.2282,81.8785,89.0737,91.1243,95.0854,94.1836,94.8994,95.9665,97.1604,97.6539,95.6537,95.5577,94.0266,97.6897,97.6897,97.6754,97.6524,97.6897,97.6897,97.5807,97.6897,97.6897,97.5353,97.6753,4.17051,4.98965,672.875,476.256,0.4416,27.837,9.892,10.446,90,90,90
HOBGEL_clean-(id_177362),41.2156,103.902,115.999,126.774,155.158,181.996,182.852,182.868,182.872,182.826,182.873,182.873,182.873,182.865,182.864,182.873,182.873,182.87,182.868,182.873,182.873,182.868,182.873,182.873,182.873,182.873,182.873,182.873,182.873,4.45881,4.92633,1110.7,835.1,0.469,30.84,6.574,7.704,90,101.557,90
HOBGIP_clean-(id_177363),49.1668,102.126,118.033,119.183,119.231,119.274,119.274,119.274,119.274,119.274,119.274,119.274,119.274,119.274,119.274,119.274,119.274,119.274,119.274,119.274,119.274,119.274,119.274,119.274,119.274,119.274,119.274,119.274,119.274,4.05009,4.56618,751.203,503.284,0.4242,6.487,24.779,7.805,90,91.029,90
HOBGOV_clean-(id_177364),105.236,118.448,119.533,119.694,119.694,119.694,119.694,119.694,119.694,119.694,119.694,119.694,119.694,119.694,119.694,119.694,119.694,119.694,119.694,119.694,119.694,119.694,119.694,119.694,119.694,119.694,119.694,119.694,119.694,4.00605,4.53296,719.363,491.465,0.4314,6.429,25.18,7.874,90,90.101,90
HOCDOU_clean-(id_177366),0.00879421,0.087689,0.856329,8.62149,73.3495,139.621,156.559,160.898,166.229,169.241,172.062,174.419,174.783,174.935,175.484,175.893,176.566,177.753,177.955,176.842,177.416,177.249,177.739,178.174,178.656,179.839,179.885,178.829,179.548,3.82439,5.08767,1252.4,842.773,0.5402,9.7205,9.7468,10.8926,83.989,75.467,78.545
HOFJIX_clean-(id_177368),0.103128,0.944259,10.0738,90.0352,210.676,289.73,316.366,322.481,325.954,325.606,329.358,327.046,326.708,330.055,329.421,331.502,330.226,330.443,330.346,329.428,330.322,333.133,331.214,333.735,331.077,331.336,333.482,331.673,333.939,8.56589,9.75671,1335.32,1256.25,0.5826,11.7610,27.1300,34.6670,89.9414,90.0000,90.0000
HOFSOL_clean-(id_177370),0.019759,0.20798,2.08258,22.9854,358.272,425.621,466.899,482.071,497.764,499.399,511.313,517.403,518.539,515.439,519.754,526.402,525.768,529.095,530.789,525.644,530.65,536.45,536.432,539.853,547.02,545.128,549.415,549.748,547.261,4.48765,6.47441,2543.82,3252.0,0.7104,11.124,15.709,11.337,90,106.48,90
HOFSUS_clean-(id_177371),2.2048,19.7395,107.273,160.936,178.646,189.674,204.179,210.813,214.006,218.123,217.784,221.615,220.638,221.446,222.096,223.358,223.367,223.044,223.439,223.885,224.515,224.383,225.22,225.357,225.097,225.527,224.187,225.832,225.179,3.70252,4.7504,1014.67,804.388,0.555,8.9020,11.8870,14.7570,90.0000,90.0000,90.0000
HOGJET_clean-(id_177372),0.116191,1.19736,8.46492,26.0675,61.9143,475.58,583.466,596.417,607.211,617.034,629.446,621.843,635.396,643.878,650.58,650.43,645.558,650.372,656.869,659.272,658.218,662.841,658.193,665.184,666.013,667.733,671.718,671.354,672.077,6.59696,10.6461,2302.52,2904.1,0.722,23.1092,18.8031,29.8062,90,105.325,90
HOGJIX_clean-(id_177373),0.0419099,0.370643,3.37757,18.9172,52.1423,523.846,616.93,628.622,639.999,645.508,651.649,653.028,657.657,656.502,658.624,660.792,665.113,663.372,667.034,666.106,668.208,668.151,667.396,672.529,675.697,670.92,674.648,680.872,679.102,5.94063,10.8765,2419.27,3084.95,0.7452,19.4253,19.4253,21.7050,64.1789,64.1789,60.6199
HOGJOD_clean-(id_177374),6.11997,43.8573,89.2274,112.957,146.477,178.454,184.294,183.948,184.286,184.262,184.348,184.349,184.346,184.346,184.317,184.343,184.338,184.347,184.349,184.349,184.347,184.339,184.349,184.349,184.349,184.349,184.349,184.337,184.349,3.71555,4.75742,995.445,693.686,0.5006,17.481,24.505,21.049,90,92.995,90
HOGJUK_clean-(id_177375),0.00229499,0.0218907,0.235913,2.40126,25.7337,96.6454,141.821,153.075,166.777,172.197,177.905,178.387,180.601,184.938,184.076,186.757,187.827,190.612,191.381,193.474,193.178,196.077,195.646,199.243,199.512,201.717,203.389,202.731,203.559,3.54405,4.62158,833.19,604.541,0.5524,8.8345,35.591,16.246,90,93.437,90
HOGLEV01_clean-(id_177377),0.888219,10.221,58.139,79.7766,109.494,433.485,533.452,547.073,559.61,559.807,563.67,564.556,566.908,568.19,570.169,570.48,571.653,574.723,573.026,575.61,577.298,577.085,577.437,578.594,578.281,580.648,582.26,578.445,580.584,5.60478,9.50106,2390.76,2808.08,0.7012,18.0700,18.0700,19.3400,90.0000,90.0000,120.0000
HOGLEV_clean-(id_177376),0.303556,3.26597,25.915,76.0965,148.861,283.524,585.288,635.378,668.939,684.403,683.688,694.144,697.027,699.417,701.655,702.168,704.742,703.966,711.735,716.438,718.266,712.952,718.793,717.542,719.843,737.454,741.853,739.54,739.257,9.0463,14.034,2112.49,2772.55,0.7494,22.6270,32.8680,32.8680,90.0000,90.0000,90.0000
HOGSIG_clean-(id_177382),0.228988,2.27291,23.9123,81.7574,146.777,168.725,178.397,183.542,188.728,196.187,196.171,200.079,200.226,203.689,205.331,203.01,202.864,205.602,208.491,208.029,204.333,207.135,208.957,209.281,210.497,210.988,210.629,210.703,209.447,3.95109,5.41082,1084.16,904.86,0.5322,7.6020,14.2510,14.2510,97.9523,101.4700,101.4700
HOJJUN_clean-(id_177386),11.8571,23.0843,36.1719,69.3397,198.009,329.707,358.818,367.094,369.867,384.444,396.602,406.803,412.698,419.307,421.867,425.721,425.145,425.227,426.132,426.261,425.251,425.988,425.552,427.812,427.664,428.22,427.421,428.255,427.519,4.32102,10.205,1864.88,1742.75,0.6276,18.819,18.819,38.603,90,90,120
HOJLID_clean-(id_177388),0.271875,2.66112,19.8399,106.733,433.273,694.092,759.483,773.229,793.549,797.121,799.151,803.955,813.099,819.864,815.839,822.456,819.568,827.043,834.31,829.744,835.619,831.84,837.013,842.597,843.484,845.296,843.12,857.919,848.006,5.13588,8.3495,3093.18,5084.98,0.7326,15.1820,15.1820,48.4200,94.3331,94.3331,98.2530
HOKGUJ_clean-(id_177397),0.61213,5.94492,35.8831,90.4731,225.482,264.314,272.625,278.452,285.616,290.216,290.096,296.872,295.271,296.007,296.488,298.379,296.816,299.063,299.309,298.904,299.537,300.479,299.125,298.971,300.876,300.081,300.651,300.585,300.22,3.71993,9.34177,1337.41,1093.26,0.5774,16.444,16.444,14.178,90,90,90
